row_id|character_name|male|female
1536|Martin|1.0|0.0
1537|Martin Global|1.0|0.0
1538|Martin Gold|1.0|0.0
1539|Martin Trenway|1.0|0.0
1540|Martin Wexler|1.0|0.0
1542|Marty|1.0|1.0
1543|Marty Potter|1.0|1.0
1544|Marvin Posey|1.0|0.0
1552|Matt|1.0|0.0
1553|Matthew Brodus|1.0|0.0
1554|Maura|0.0|1.0
1555|Maureen|0.0|1.0
1556|Max|1.0|1.0
1557|Maxine|0.0|1.0
1572|Megan|0.0|1.0
1573|Melanie|0.0|1.0
1574|Melanie Tamkin|0.0|1.0
1576|Melinda|0.0|1.0
1577|Melinda Warner|1.0|0.0
1581|Mercy|0.0|1.0
1589|Micah|1.0|0.0
1590|Michael|1.0|0.0
1591|Michael Croft|1.0|0.0
1592|Michael Garcia|1.0|0.0
1593|Michael Gardner|1.0|0.0
1594|Michael Gendel|1.0|0.0
1595|Michael Goren|1.0|0.0
1596|Michael Washington|1.0|0.0
1597|Michele|1.0|1.0
1598|Michele Osborne|1.0|0.0
1599|Mickey|1.0|0.0
1600|Mickey Mouse|1.0|0.0
1607|Miguel|1.0|0.0
1608|Miguel Alvarez|1.0|0.0
1609|Miguel Sandoval|1.0|0.0
1610|Mika|1.0|0.0
1611|Mike|1.0|0.0
1612|Mike Mollinax|1.0|0.0
1613|Mikey|1.0|0.0
1614|Miles Sennet|1.0|0.0
1620|Mira|0.0|1.0
1621|Mira Elbisi|0.0|1.0
1622|Miranda|0.0|1.0
1623|Miranda Cole|1.0|0.0
1626|Miriam|0.0|1.0
1627|Miriam Penner|0.0|1.0
1630|Miss Kitty|0.0|1.0
1634|Missy|0.0|1.0
1635|Missy Kurtz|0.0|1.0
1636|Mitch|1.0|0.0
1637|Mitchell|1.0|0.0
1638|Mitchell Hissam|1.0|0.0
1639|Mitchell Koblin|1.0|0.0
1640|Moe|1.0|0.0
1641|Moira|0.0|1.0
1642|Moira Scott|1.0|0.0
1643|Moira Shannon|1.0|1.0
1646|Molly|0.0|1.0
1647|Molly Donovan|1.0|0.0
1648|Molly Preston|1.0|0.0
1650|Mommy|0.0|1.0
1652|Monique|0.0|1.0
1653|Monroe|1.0|0.0
1662|Morley|1.0|0.0
1663|Morris|1.0|0.0
1664|Morris Commission|1.0|0.0
1670|Moss|1.0|0.0
1676|Mr. Barnett|1.0|0.0
1679|Mr. Carlisle|0.0|1.0
1691|Mr. Kim|1.0|1.0
1695|Mr. Levin|1.0|0.0
1697|Mr. Martin|1.0|0.0
1703|Mr. Quintana|0.0|1.0
1704|Mr. Rawley|1.0|0.0
1705|Mr. Roger Hanley|1.0|0.0
1706|Mr. Ryan|1.0|0.0
1709|Mr. Todd|1.0|0.0
1721|Murray|1.0|0.0
1739|Nancy|0.0|1.0
1740|Nancy Pierce|1.0|0.0
1741|Naomi|0.0|1.0
1742|Naomi Cheales|0.0|1.0
1747|Natasha|0.0|1.0
1748|Nate|1.0|0.0
1749|Nate Kendal|1.0|0.0
1750|Nathan|1.0|0.0
1751|Nathan Harding|1.0|0.0
1752|Nathan Phelpd|1.0|0.0
1753|Nathan Phelps|1.0|0.0
1760|Neal|1.0|0.0
1761|Neal Douglas|1.0|0.0
1762|Nelson|1.0|0.0
1763|Nelson Quintana|0.0|1.0
1766|Nestor|1.0|0.0
1767|Nestor Buchanan|1.0|0.0
1770|New ADA Mika Vaughn|1.0|0.0
1789|Nick|1.0|0.0
1790|Nick Amaro|1.0|0.0
1791|Nick Pratt|1.0|0.0
1792|Nicole|0.0|1.0
1795|Nikki|1.0|1.0
1796|Nikki Sherman|1.0|0.0
1797|Nikki West|1.0|0.0
1798|Nina|0.0|1.0
1799|Nina Wilshire|0.0|1.0
1800|Noble|1.0|0.0
1802|Norman|1.0|0.0
1803|Norman Webber|1.0|0.0
1805|North Carolina|0.0|1.0
1807|Norton|1.0|0.0
1810|Nova|0.0|1.0
1817|Officer Cheryl Baxter|1.0|0.0
1818|Officer Tim|1.0|1.0
1820|Oliver Benson|1.0|0.0
1823|Olivia|0.0|1.0
1824|Olivia Benson|1.0|0.0
1830|Orville Underwood|1.0|0.0
1831|Oscar Salazar|1.0|0.0
1833|Owen|1.0|0.0
1844|Pablo|1.0|0.0
1846|Page|1.0|1.0
1847|Pam Adler|0.0|1.0
1848|Pamela|0.0|1.0
1849|Pamela Sawyer|1.0|0.0
1854|Park Slope|1.0|0.0
1855|Parker|1.0|0.0
1862|Patricia|0.0|1.0
1863|Patrick|1.0|0.0
1864|Patrick Holbart|1.0|0.0
1865|Patrick Rumsey|1.0|0.0
1868|Patrol Officer Randa Lewis|1.0|0.0
1870|Patty|1.0|1.0
1871|Patty Branson|1.0|1.0
1872|Paul|1.0|0.0
1873|Paul Robinette|0.0|1.0
1874|Paula Grey|0.0|1.0
1875|Pauline Brecker|0.0|1.0
1879|Penn|1.0|0.0
1880|Penny|1.0|1.0
1881|Penny Ante Poker|1.0|1.0
1883|Percy|1.0|0.0
1886|Persephone James|1.0|0.0
1889|Pete|1.0|0.0
1890|Pete Breslin|1.0|0.0
1891|Peter|1.0|0.0
1892|Peter Carson|1.0|0.0
1893|Peter Cordell|1.0|0.0
1894|Peter Nestler|1.0|0.0
1895|Peter Smith|1.0|0.0
1897|Petra|0.0|1.0
1900|Peyton|1.0|0.0
1901|Peyton Kleberg|1.0|0.0
1905|Phillip Anderson|1.0|0.0
1907|Philly|0.0|1.0
1920|Pooh|1.0|1.0
1924|Port Chester|1.0|0.0
1925|Porter|1.0|0.0
1930|Powell|1.0|0.0
1933|Prescott|1.0|0.0
1934|Price|1.0|0.0
1935|Prince|1.0|0.0
1936|Prince Miller|1.0|0.0
1954|Rachael|0.0|1.0
1955|Rachel|0.0|1.0
1956|Rachel Grey|0.0|1.0
1961|Raleigh|1.0|0.0
1963|Ralph Noble|1.0|0.0
1964|Ramon|1.0|0.0
1965|Ramona|0.0|1.0
1966|Ramona Rodriguez|0.0|1.0
1967|Ramsey|1.0|0.0
1968|Ramsey Vickers|1.0|0.0
1969|Randall|1.0|0.0
1970|Randolph|1.0|0.0
1973|Raphael|1.0|0.0
1977|Raven|0.0|1.0
1978|Rawley|1.0|0.0
1979|Ray|1.0|1.0
1980|Ray Campbell|1.0|1.0
1981|Ray Gunther|1.0|0.0
1982|Ray Masters|1.0|1.0
1983|Ray Ray|1.0|1.0
1984|Raymond|1.0|0.0
1985|Raymond Nesbit|1.0|0.0
1987|Rebecca|0.0|1.0
1988|Rebecca Balthus|0.0|1.0
1989|Rebecca Hendrix|0.0|1.0
1990|Rebecca Kurtz|0.0|1.0
1991|Rebekah|0.0|1.0
1992|Red Cross|1.0|0.0
1994|Reg|1.0|0.0
1995|Regan|1.0|1.0
1996|Rego Park|1.0|0.0
1997|Rena|0.0|1.0
1998|Rena West|1.0|0.0
1999|Renee|0.0|1.0
2000|Renee Simmons|0.0|1.0
2003|Reuben|1.0|0.0
2004|Reverend Clayton|1.0|0.0
2005|Reverend Ferguson|1.0|0.0
2007|Rey|1.0|1.0
2011|Richard|1.0|0.0
2012|Richard Elam|1.0|0.0
2013|Richard Jewell|0.0|1.0
2014|Richard Morgan|1.0|1.0
2015|Richard White|1.0|0.0
2016|Richie|1.0|0.0
2017|Richie Morales|1.0|0.0
2018|Rick|1.0|0.0
2019|Ricky|1.0|1.0
2020|Ricky Blaine|1.0|0.0
2027|Riley|1.0|0.0
2028|Riley Couger|1.0|0.0
2030|Rita|0.0|1.0
2031|Rita Colino|0.0|1.0
2032|River Jordan|1.0|1.0
2041|Robert Kelley|1.0|1.0
2042|Robert Prescott|1.0|0.0
2043|Robert Sidarsky|1.0|0.0
2044|Roberto|1.0|0.0
2045|Roberto Martinez|1.0|0.0
2046|Robin Hood|1.0|1.0
2047|Robinson|1.0|0.0
2048|Rock Wall|1.0|0.0
2049|Roddy Franklin|1.0|0.0
2052|Roger|1.0|0.0
2053|Roger Jenkins|1.0|0.0
2054|Roger Pomerantz|1.0|0.0
2055|Roger Silver|1.0|0.0
2058|Rollins|1.0|0.0
2059|Roman Catholic|1.0|0.0
2063|Ron|1.0|0.0
2064|Ron Koslowski|1.0|0.0
2065|Ron Wolcott|1.0|0.0
2066|Ronnie|1.0|1.0
2067|Ronny|1.0|1.0
2070|Roosevelt Hospital|1.0|0.0
2071|Rose|0.0|1.0
2072|Ross|1.0|0.0
2073|Ross Campo|1.0|0.0
2074|Ross McKenzie|1.0|0.0
2076|Roy|1.0|0.0
2077|Roy Barnett|1.0|0.0
2078|Royce|1.0|0.0
2083|Russ|1.0|0.0
2084|Russell|1.0|0.0
2085|Russell Williams|1.0|0.0
2088|Ryan|1.0|0.0
2089|Ryan Bedford|1.0|0.0
2090|Ryan Davies|1.0|0.0
2091|Ryan Witherspoon|1.0|0.0
2104|Sabrina|0.0|1.0
2105|Sabrina Farmer|0.0|1.0
2108|Saint Agnes|0.0|1.0
2109|Saint Ambrose|1.0|0.0
2110|Saint Andrew|1.0|0.0
2111|Saint Francis|1.0|1.0
2112|Saint Peter|1.0|0.0
2114|Sal Avelino|1.0|1.0
2119|Sally|0.0|1.0
2120|Sam|1.0|1.0
2121|Sam Baylor|1.0|1.0
2122|Samantha|0.0|1.0
2123|Sammy Shiner|1.0|1.0
2124|Samuel|1.0|0.0
2125|San Diego|1.0|0.0
2126|San Marco Hall|1.0|0.0
2127|Sanders|1.0|0.0
2128|Sandra|0.0|1.0
2129|Sandra Garner|0.0|1.0
2130|Sandy|1.0|1.0
2133|Santa Clara Pueblo|0.0|1.0
2135|Sara Beth|0.0|1.0
2136|Sara Jenner|0.0|1.0
2137|Sarah|0.0|1.0
2138|Sarah Branson|0.0|1.0
2139|Sarah Brown|0.0|1.0
2140|Sarah Kimmel|0.0|1.0
2141|Sarah Logan|1.0|0.0
2142|Sarah Rendell|0.0|1.0
2146|Saul Picard|1.0|0.0
2153|Scott|1.0|0.0
2154|Scott Dayton|1.0|0.0
2155|Scott Heston|1.0|0.0
2156|Scott Lucas|1.0|0.0
2157|Sean|1.0|1.0
2158|Sean Hamill|1.0|1.0
2159|Sean Webster|1.0|0.0
2165|Serena|0.0|1.0
2166|Serena Benson|1.0|0.0
2167|Sergeant|1.0|0.0
2168|Sergeant Munch|1.0|0.0
2169|Sergeant Pierre|1.0|0.0
2170|Seth|1.0|0.0
2171|Seth Coleman|1.0|0.0
2172|Seth Langdon|1.0|0.0
2173|Seth Millstead|1.0|0.0
2174|Seth Webster|1.0|0.0
2184|Shane|1.0|1.0
2185|Shannon|1.0|1.0
2186|Sharon|0.0|1.0
2187|Shawn|1.0|1.0
2188|Shawn Becker|1.0|1.0
2189|Shea|1.0|1.0
2190|Shea Stadium|1.0|1.0
2191|Sheila|0.0|1.0
2192|Sheila Tierney|0.0|1.0
2193|Shelley|1.0|1.0
2194|Shelley Brown|1.0|1.0
2196|Sherman|1.0|0.0
2204|Sidney|1.0|0.0
2205|Sidney Truex|1.0|0.0
2211|Simeon|1.0|0.0
2212|Simon|1.0|0.0
2213|Simon Bar Jonah|1.0|0.0
2214|Simon Marsden|1.0|0.0
2215|Simon Peter|1.0|0.0
2216|Simone Bryce|1.0|0.0
2219|Sister Peg|0.0|1.0
2221|Sloane|1.0|0.0
2224|Smith|1.0|0.0
2230|Solomon|1.0|0.0
2234|Sonja|0.0|1.0
2235|Sonya|0.0|1.0
2236|Sonya Paxton|0.0|1.0
2237|Sonya Pietrovicz|0.0|1.0
2242|Special Agent Wayne Nelson|1.0|0.0
2246|Spence|1.0|0.0
2247|Spencer|1.0|0.0
2252|St. Bart|1.0|0.0
2253|St. Monica|0.0|1.0
2254|St. Paul|1.0|0.0
2257|Stabler Charlotte|0.0|1.0
2258|Stabler Constanta|0.0|1.0
2260|Stabler Emily|0.0|1.0
2263|Stabler Kathy|0.0|1.0
2265|Stabler Michael|1.0|0.0
2268|Stabler Roger Silver|1.0|0.0
2269|Stabler Tierney|0.0|1.0
2271|Stabler Warner|1.0|0.0
2273|Stan Gillum|1.0|0.0
2274|Stanford|1.0|0.0
2275|Stanley Brecker|1.0|0.0
2276|Star|0.0|1.0
2277|Star Morrison|0.0|1.0
2279|Starla|0.0|1.0
2280|Starr|0.0|1.0
2284|Stefan Tanzic|1.0|0.0
2285|Stella Danquiss|0.0|1.0
2286|Stephanie|0.0|1.0
2287|Stephanie Rawley|1.0|0.0
2288|Stephen Foster High School|1.0|0.0
2289|Steve|1.0|0.0
2290|Steve Osborne|1.0|0.0
2291|Steven|1.0|0.0
2292|Steven Cleary|1.0|0.0
2293|Steven Hale|1.0|0.0
2294|Stevie|1.0|0.0
2295|Stewart|1.0|0.0
2296|Stewart Lynch|1.0|0.0
2301|Sue Burgess|1.0|0.0
2304|Sunny|1.0|1.0
2307|Susan|0.0|1.0
2308|Susan Sidarsky|0.0|1.0
2309|Suzanne|0.0|1.0
2310|Suzanne Mollinax|0.0|1.0
2313|Sydney|1.0|1.0
2314|Sydney Green|1.0|1.0
2315|Sylvia|0.0|1.0
2316|Sylvia Hadley|1.0|0.0
2317|Sylvia Stone Hadley Memorial Fund|1.0|0.0
2322|Tammy|1.0|1.0
2324|Tanner|1.0|0.0
2331|Tate|1.0|1.0
2333|Tatum|0.0|1.0
2335|Taylor|1.0|0.0
2338|Ted Carthage|1.0|1.0
2339|Ted Wilmington|1.0|1.0
2345|Terri|1.0|1.0
2348|Terry|1.0|1.0
2349|Terry Willard|1.0|0.0
2350|Tessa|0.0|1.0
2351|Tessa McKellen|0.0|1.0
2352|Thomas|1.0|0.0
2353|Thomas Dayton|1.0|0.0
2354|Thomas Gordon|1.0|0.0
2358|Tierney|0.0|1.0
2359|Tiffany Lemarsh|0.0|1.0
2361|Tim|1.0|1.0
2363|Tina|0.0|1.0
2364|Tina Parven|0.0|1.0
2368|Tobin|1.0|0.0
2369|Tobin Willis|1.0|0.0
2370|Todd|1.0|0.0
2371|Todd Ramsay|1.0|0.0
2375|Tom|1.0|0.0
2376|Tom Landricks|1.0|0.0
2377|Tom Paysen|1.0|0.0
2378|Tomas|1.0|0.0
2379|Tommy|1.0|1.0
2380|Tommy Elliot|1.0|0.0
2381|Tommy McConaghWhile Jeffries|1.0|1.0
2382|Tony|1.0|1.0
2383|Tony Damon|1.0|0.0
2384|Tony Shaeffer|1.0|1.0
2385|Tonya|0.0|1.0
2386|Tonya Majeski|0.0|1.0
2387|Tracy|1.0|1.0
2388|Tracy Henderson|1.0|0.0
2391|Travis|1.0|0.0
2392|Travis Hall|1.0|0.0
2393|Trent Peterson|1.0|0.0
2394|Trenton|1.0|0.0
2396|Trevor Langan|1.0|0.0
2397|Trey|1.0|0.0
2402|Tucker|1.0|0.0
2405|Turner|1.0|0.0
2406|Turner Syndrome|1.0|0.0
2421|Uncle Bill|1.0|1.0
2429|Upper West Side|1.0|0.0
2432|Ursula|0.0|1.0
2433|Ursula Wei|0.0|1.0
2438|Valerie|0.0|1.0
2439|Valerie Sennet|0.0|1.0
2442|Van Allen|1.0|0.0
2443|Van Buren|1.0|1.0
2444|Vance|1.0|0.0
2445|Vance Shepard|1.0|0.0
2447|Vanessa|0.0|1.0
2458|Veronica|0.0|1.0
2459|Veronica Nash|0.0|1.0
2465|Vicki|0.0|1.0
2466|Vicki Riggs|0.0|1.0
2469|Victor|1.0|0.0
2470|Victor Klaussen|1.0|0.0
2471|Victor Tate|1.0|1.0
2472|Victoria|0.0|1.0
2473|Victoria Kraft|0.0|1.0
2474|Vincent|1.0|0.0
2475|Virginia|0.0|1.0
2477|Vivian|0.0|1.0
2478|Vivien|0.0|1.0
2479|Vivien Parish|0.0|1.0
2480|Vivien Parris|0.0|1.0
2481|Vivien Parrish|0.0|1.0
2484|Wade|1.0|0.0
2485|Walden Falls|1.0|0.0
2486|Walker|1.0|0.0
2489|Wallis Inn|1.0|1.0
2492|Walt|1.0|0.0
2493|Walt Massey|1.0|0.0
2494|Walter Inman|1.0|0.0
2495|Warner|1.0|0.0
2497|Warren Commission|1.0|0.0
2498|Washington|1.0|0.0
2499|Washington D.C.|1.0|0.0
2500|Washington Square Park|1.0|0.0
2504|Waverly|1.0|0.0
2506|Wayne|1.0|0.0
2507|Wayne Mortens|1.0|0.0
2511|Wesley|1.0|0.0
2512|Wesley Dilbert|1.0|0.0
2513|West|1.0|0.0
2523|Wild West|1.0|0.0
2524|William|1.0|0.0
2527|Willis|1.0|0.0
2531|Winston|1.0|0.0
2532|Winton|1.0|0.0
2535|Wit Billions|1.0|0.0
2548|Yale|1.0|0.0
2551|Zach|1.0|0.0
2552|Zach Marshall|1.0|0.0
2553|Zachary|1.0|0.0
2560|Zoe|0.0|1.0
